"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"530","Andrew Mangiapane","CGY","L","239","3868.65","66","72","47","25","138","61.88","489","13.50","70.01","914","692","657","317","40","68","115","52","50","1","1","51","103","124","248","218","85","31","48","39.24"
"536","Rasmus Andersson","CGY","D","239","5619.9666666667","24","114","58","56","138","39.54","470","5.11","26.64","933","675","249","54","20","79","101","45","43","1","1","46","155","84","155","302","423","0","0","-"
"23","Blake Wheeler","NYR, WPG","R","191","3183.95","42","94","51","43","136","72.73","376","11.17","47.23","661","524","425","204","16","42","105","51","50","1","0","28","84","93","147","166","94","107","102","51.20"
"272","Ryan Strome","ANA, NYR","C","235","4001.45","47","89","42","47","136","55.97","422","11.14","47.35","677","556","392","202","28","54","234","93","82","8","3","42","127","90","134","159","59","988","1234","44.46"
"403","Shea Theodore","VGK","D","180","4021.6666666667","27","108","56","52","135","55.56","446","6.05","24.42","972","612","277","56","13","73","48","22","22","0","0","20","104","115","62","231","247","0","0","-"
"420","Tyler Bertuzzi","BOS, DET, TOR","L","198","3459.4333333333","59","76","43","33","135","57.94","447","13.20","63.61","794","630","533","293","16","58","129","48","42","3","3","64","133","105","217","249","98","14","39","26.42"
"778","Casey Mittelstadt","BUF, COL","C","202","3352.9","39","96","51","45","135","62.79","341","11.44","35.07","587","449","341","136","17","39","58","24","23","0","1","26","101","108","74","259","56","1069","1243","46.24"
"957","Yegor Sharangovich","CGY, N.J","C","233","3755","68","67","42","25","135","67.84","478","14.23","57.69","904","695","539","226","40","52","47","18","16","1","1","33","113","123","65","232","61","248","392","38.75"
"86","Mikael Backlund","CGY","C","246","4470.3","46","88","61","27","134","60.63","683","6.73","69.82","1170","940","625","263","55","93","88","43","43","0","0","36","143","176","229","194","85","2103","2059","50.53"
"153","Reilly Smith","PIT, VGK","R","210","3545.6833333333","55","79","47","32","134","68.02","482","11.41","56.26","833","655","518","239","27","48","40","20","20","0","0","26","118","95","179","218","74","13","21","38.24"
"751","Trevor Moore","L.A","C, L","222","3747.35","58","76","48","28","134","64.11","609","9.52","74.71","1045","869","546","287","42","92","62","30","30","0","0","51","62","96","221","373","71","56","98","36.36"
"997","Moritz Seider","DET","D","246","5621.05","21","113","54","59","134","41.23","462","4.55","23.06","938","638","227","18","19","62","125","61","60","1","0","61","133","111","569","281","525","0","0","-"
"98","Drew Doughty","L.A","D","202","5243.6666666667","31","102","38","64","133","45.70","379","8.18","23.14","779","510","228","36","14","58","108","54","54","0","0","38","128","51","284","369","168","0","0","-"
"171","Anders Lee","NYI","C, L","239","3937.2333333333","76","57","26","31","133","53.85","558","13.62","92.76","931","812","726","485","20","103","152","63","56","6","1","50","79","68","395","271","135","111","117","48.68"
"407","J.T. Compher","COL, DET","L","229","4319.7166666667","54","79","53","26","133","54.07","364","14.84","53.94","640","500","454","222","22","52","92","39","36","2","1","48","76","70","119","259","185","1616","1745","48.08"
"532","Frank Vatrano","ANA, FLA, NYR","C, R","234","3789.5333333333","77","56","33","23","133","72.68","664","11.60","60.24","1074","851","534","216","39","91","173","73","69","1","3","62","90","74","309","254","168","28","41","40.58"
"535","Noah Hanifin","CGY, VGK","D","242","5449","30","103","48","55","133","42.49","529","5.67","30.07","1192","807","322","64","23","96","76","34","32","2","0","21","182","155","202","278","309","0","0","-"
"594","Jake DeBrusk","BOS","L","221","3578.2","71","61","41","20","132","62.86","559","12.70","69.22","907","721","597","322","46","83","44","22","22","0","0","39","70","99","254","315","93","21","39","35.00"
"100","Alex Pietrangelo","VGK","D","217","5230.4166666667","28","103","52","51","131","43.67","538","5.20","29.95","1108","753","279","43","22","69","82","32","30","0","2","25","148","199","177","484","464","1","0","100.00"
"117","Adam Henrique","ANA, EDM","C","202","3519.1333333333","65","66","39","27","131","61.79","412","15.78","58.16","732","593","488","266","25","72","73","31","29","1","1","27","72","74","149","144","160","1195","1054","53.13"
"635","Mason Marchment","DAL, FLA","L","203","3049.7166666667","52","79","46","33","131","71.20","419","12.41","54.81","754","604","485","229","28","75","187","74","66","5","3","78","103","106","310","378","80","25","49","33.78"
"1091","Dawson Mercer","N.J","C","246","4125.95","64","67","46","21","131","60.09","449","14.25","61.44","755","591","511","273","30","72","69","28","26","1","1","33","125","118","92","346","68","398","622","39.02"
"459","Sam Bennett","FLA","C","203","3446.1833333333","64","66","43","23","130","57.02","605","10.58","70.2","1071","793","690","311","37","95","228","94","87","4","3","68","116","119","442","229","99","1226","1413","46.46"
"198","Cam Fowler","ANA","D","239","5814.5666666667","24","105","52","53","129","48.68","363","6.61","19.86","852","502","265","37","9","42","52","26","26","0","0","13","138","92","96","230","315","0","0","-"
"298","Yanni Gourde","SEA","C","235","4151.3","46","83","52","31","129","67.54","425","10.82","54.48","783","612","447","227","32","63","183","69","58","9","2","71","90","181","351","328","130","1446","1508","48.95"
"261","Brandon Saad","STL","L","231","3722.8666666667","69","59","38","21","128","62.14","429","16.08","55.62","681","565","489","229","29","47","42","21","21","0","0","30","68","112","61","120","62","24","31","43.64"
"360","Alex Kerfoot","ARI, TOR","C","246","3875.95","36","92","54","38","128","66.32","354","10.17","45.2","609","499","406","219","22","41","76","38","38","0","0","58","105","123","202","475","177","553","632","46.67"
"398","Andrew Copp","DET, NYR, WPG","C","233","4155.0666666667","43","85","52","33","128","62.14","412","10.44","51.17","680","556","444","202","24","55","67","32","31","1","0","27","118","86","110","193","129","1560","1449","51.84"
"192","Justin Faulk","STL","D","218","4996.9666666667","29","98","44","54","127","42.62","495","5.86","29.6","934","649","303","67","23","53","116","47","43","2","2","17","133","123","344","187","309","0","0","-"
"312","Mike Matheson","MTL, PIT","D","204","4660.15","30","97","53","44","127","51.84","453","6.62","25","950","629","278","47","17","74","124","57","55","2","0","51","192","134","211","323","330","0","0","-"
"378","MacKenzie Weegar","CGY, FLA","D","243","5459.0833333333","32","95","40","55","127","41.78","571","5.60","28.71","1218","785","351","61","25","78","175","70","64","3","3","29","222","158","559","378","452","0","0","-"
"1090","Alexis Lafrenière","NYR","L","242","3754.4166666667","63","64","36","28","127","62.25","462","13.64","51.41","832","654","523","253","25","47","110","48","45","2","1","54","91","121","322","367","70","59","131","31.05"
"249","Blake Coleman","CGY","C","241","3783.5","64","61","31","30","125","70.22","592","10.81","73","1005","795","611","300","33","85","190","83","78","4","1","68","113","113","398","217","129","53","77","40.77"
"711","Filip Hronek","DET, VAN","D","223","5005.55","19","106","45","61","125","45.13","405","4.69","20.94","918","589","232","33","16","59","108","46","44","0","2","43","128","52","276","272","211","0","0","-"
"74","Logan Couture","S.J","C","165","3139.1166666667","50","74","45","29","124","67.39","405","12.35","48.73","676","553","427","220","42","61","41","19","18","1","0","25","67","135","228","151","35","1307","1413","48.05"
"258","Boone Jenner","CBJ","C","185","3746.7166666667","71","53","27","26","124","57.41","529","13.42","71.55","939","774","582","333","25","74","101","45","43","1","1","50","73","85","328","164","193","2006","1691","54.26"
"306","Brady Skjei","CAR","D","243","5202.4","40","84","40","44","124","48.63","557","7.18","26.44","1173","820","324","61","21","93","128","63","63","0","0","27","152","142","235","276","210","0","0","-"
"15","Patrice Bergeron","BOS","C","151","2683.7","52","71","35","36","123","58.85","542","9.59","60.5","864","708","578","249","27","64","54","26","26","0","0","25","42","75","144","121","86","2034","1272","61.52"
"418","Artturi Lehkonen","COL, MTL","L","183","3257.2","56","67","31","36","123","58.85","408","13.73","55.08","714","562","491","269","22","51","64","32","32","0","0","24","43","64","224","316","95","21","64","24.71"
"502","Viktor Arvidsson","L.A","L, R","161","2737.4833333333","52","71","46","25","123","68.33","514","10.12","53.72","930","720","511","178","19","60","60","30","30","0","0","46","56","51","56","329","44","42","67","38.53"
"789","Owen Tippett","FLA, PHI","R","218","3481.25","65","58","36","22","123","62.12","646","10.06","60.21","1171","880","570","222","42","92","40","20","20","0","0","43","75","113","371","289","128","59","71","45.38"
"878","Joel Farabee","PHI","L","227","3830.15","54","69","39","30","123","62.76","446","12.11","46.77","773","595","422","202","29","60","128","47","39","6","2","60","90","78","211","279","120","87","181","32.46"
"224","Mark Stone","VGK","R","136","2598.7","42","79","48","31","121","66.12","301","13.95","46.16","520","408","376","204","13","41","40","20","20","0","0","30","80","165","85","114","83","13","23","36.11"
"584","Lawson Crouse","ARI","L","223","3861.3833333333","67","54","37","17","121","65.41","454","14.76","53.68","792","622","523","234","33","71","123","51","44","7","0","44","83","96","550","211","143","77","143","35.00"
"603","Evan Rodrigues","COL, FLA, PIT","C","231","3744.1","47","74","43","31","121","55.50","614","7.65","58.02","1077","804","564","224","29","100","78","39","39","0","0","56","98","90","227","371","81","331","354","48.32"
"703","Mikhail Sergachev","T.B","D","191","4398.35","19","102","53","49","121","50.84","358","5.31","17.73","777","512","223","26","14","50","128","58","54","4","0","31","102","85","302","288","154","0","0","-"
"133","Kyle Palmieri","NYI","C, R","206","3430.55","61","59","30","29","120","56.60","496","12.30","68.06","891","711","587","276","24","87","107","48","46","1","1","58","77","50","242","227","72","37","72","33.94"
"170","Erik Haula","BOS, N.J","L","234","3790.6","48","72","46","26","120","63.16","461","10.41","57.47","800","643","471","249","35","68","148","68","66","2","0","36","79","101","315","209","91","1496","1259","54.30"
"276","Dougie Hamilton","N.J","D","164","3520.1166666667","36","84","41","43","120","48.98","533","6.75","28.37","1114","751","377","66","35","83","104","52","52","0","0","11","142","46","169","149","94","0","0","-"
"574","Jack Roslovic","CBJ, NYR","C","217","3340.8833333333","42","78","46","32","120","68.57","371","11.32","36.96","634","508","352","147","26","49","38","19","19","0","0","32","97","85","130","199","97","826","1044","44.17"
"1235","Andrei Kuzmenko","CGY, VAN","L","153","2387.25","61","59","27","32","120","62.18","264","23.11","41.21","541","407","391","216","9","61","20","9","9","0","0","26","53","59","27","135","32","1","1","50.00"
"215","Nino Niederreiter","CAR, NSH, WPG","R","230","3535.65","66","53","27","26","119","61.34","495","13.33","65.69","831","668","546","316","25","84","90","40","39","0","1","59","90","75","399","355","86","53","56","48.62"
"426","Seth Jones","CHI","D","217","5512.3","25","94","41","53","119","45.25","544","4.60","28.5","1072","735","312","63","25","76","92","44","44","0","0","26","197","120","283","335","392","0","0","-"
"507","Gustav Forsling","FLA","D","232","5177.4333333333","33","84","46","38","117","40.07","514","6.42","23.73","1105","688","310","48","27","82","101","45","43","1","1","33","148","132","225","344","274","0","0","-"
"601","Anthony Cirelli","T.B","C","213","3813.4833333333","48","69","38","31","117","54.93","386","12.44","50.13","690","545","472","255","32","66","141","50","43","3","4","88","52","148","174","285","110","1328","1385","48.95"
"663","Patrik Laine","CBJ","L","129","2379.85","54","63","35","28","117","74.52","392","13.78","33.74","765","572","346","84","13","59","46","23","23","0","0","24","106","60","66","95","53","72","125","36.55"
"401","Andre Burakovsky","COL, SEA","L","178","2826.0666666667","42","74","44","30","116","64.44","346","12.14","30.22","726","493","368","93","14","49","46","22","22","0","0","33","67","83","79","228","60","11","21","34.38"
"197","Kevin Hayes","PHI, STL","C, R","208","3426.0333333333","41","73","44","29","114","69.09","488","8.40","44.8","867","662","363","146","25","73","61","25","23","1","1","48","86","111","130","105","50","1072","1049","50.54"
"209","Ryan Johansen","COL, NSH","C","197","3033.95","51","63","31","32","114","56.72","282","18.09","37.17","468","385","325","159","11","37","119","49","46","1","2","22","85","80","181","127","61","1624","1348","54.64"
"295","Torey Krug","STL","D","204","4177.3666666667","20","94","43","51","114","44.19","407","4.91","23.91","850","584","255","33","12","52","129","55","52","1","2","33","107","73","157","154","258","0","0","-"
"456","Aaron Ekblad","FLA","D","183","4244.6833333333","33","80","34","46","113","39.24","494","6.68","31.93","919","666","300","74","19","89","142","62","60","0","2","31","164","86","224","161","196","0","0","-"
"575","Zach Werenski","CBJ","D","151","3763.6666666667","25","88","45","43","113","48.09","459","5.45","26.62","947","652","300","59","13","66","44","22","22","0","0","11","74","88","61","129","244","0","0","-"
"254","Jean-Gabriel Pageau","NYI","C","229","3898.25","42","70","41","29","112","60.54","350","12.00","45.64","588","493","390","225","39","47","57","24","21","3","0","33","108","90","542","304","183","2146","1687","55.99"
"309","Scott Laughton","PHI","C","227","3810.2","42","70","39","31","112","64.37","447","9.40","42.57","760","589","395","192","25","67","154","66","62","2","2","64","108","85","462","151","147","1382","1446","48.87"
"1050","Matias Maccelli","ARI","L","169","2661.4166666667","29","83","49","34","112","76.71","231","12.55","26.66","461","318","251","102","16","36","30","15","15","0","0","25","121","55","61","168","46","8","17","32.00"
