"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"634","Jalen Chatfield","CAR","D","166","2432.55","14","25","10","15","39","34.82","208","6.73","10.74","479","324","111","28","10","44","67","32","31","1","0","14","54","57","168","310","134","0","0","-"
"784","Adam Ruzicka","ARI, CGY","C","114","1216.7333333333","14","25","15","10","39","72.22","132","10.61","13.88","252","187","147","50","6","25","28","13","13","0","0","13","32","24","63","95","31","272","308","46.90"
"919","Nils Lundkvist","DAL, NYR","D","144","2159.1","9","30","17","13","39","36.45","199","4.52","8.1","431","276","96","11","5","44","42","21","21","0","0","6","67","13","109","225","113","0","0","-"
"376","Andreas Johnsson","N.J, S.J","L","84","1194.75","13","25","19","6","38","58.46","132","9.85","13.7","202","164","133","72","8","13","36","18","18","0","0","23","29","30","71","99","14","10","17","37.04"
"606","Noel Acciari","FLA, PIT, STL, TOR","C","152","2055.15","21","17","9","8","38","60.32","194","10.82","26.74","321","268","243","126","7","28","42","18","16","2","0","28","27","67","416","207","176","734","632","53.73"
"682","Andrew Peeke","BOS, CBJ","D","200","4082.75","9","29","12","17","38","26.21","199","4.52","7.42","454","297","101","15","9","29","96","45","43","2","0","33","76","44","459","301","415","0","0","-"
"732","Michael Pezzetta","MTL","L","175","1462.5","15","23","19","4","38","60.32","161","9.32","15.46","286","214","152","75","8","25","217","68","45","21","2","50","58","10","637","152","63","20","25","44.44"
"745","Michael Carcone","ARI","L","104","1206.4333333333","27","11","5","6","38","69.09","162","16.67","16.12","312","221","155","71","4","25","51","21","18","3","0","18","23","24","103","142","28","4","16","20.00"
"10","Ryan Getzlaf","ANA","C","56","1061.65","3","34","20","14","37","69.81","104","2.88","9.31","192","148","89","25","1","8","29","13","12","1","0","9","67","35","89","48","51","546","479","53.27"
"113","Travis Hamonic","OTT, VAN","D","166","2909.6833333333","12","25","12","13","37","30.33","268","4.48","9.53","566","365","132","16","11","43","125","53","50","1","2","27","121","39","236","249","292","0","0","-"
"354","Matthew Benning","NSH, S.J","D","156","2843.5833333333","1","36","22","14","37","41.57","132","0.76","5.67","302","187","82","11","4","17","79","38","37","1","0","36","85","31","203","270","122","0","0","-"
"898","Jack Drury","CAR","C","114","1350.4","12","25","13","12","37","55.22","181","6.63","20.12","330","257","193","99","9","33","49","20","17","3","0","19","25","33","46","157","52","446","359","55.40"
"906","Ty Dellandrea","DAL","C","125","1707.25","11","26","16","10","37","52.86","146","7.53","15.66","276","214","168","75","9","17","77","33","30","3","0","36","32","32","191","225","47","196","232","45.79"
"932","Ilya Lyubushkin","ANA, ARI, BUF, TOR","D","219","3630.45","4","33","15","18","37","27.61","142","2.82","6.21","289","200","74","11","12","7","146","66","63","2","1","32","97","65","462","348","340","0","0","-"
"981","Brett Leason","ANA, WSH","R","158","1795.1666666667","20","17","10","7","37","74.00","187","10.70","16.74","341","260","174","72","14","24","32","16","16","0","0","12","29","38","131","164","90","22","33","40.00"
"1048","Juuso Parssinen","NSH","C","89","1287.3833333333","14","23","9","14","37","59.68","103","13.59","15.52","187","146","131","76","10","14","27","12","11","1","0","26","32","42","138","94","32","234","285","45.09"
"34","Marc Staal","DET, FLA, PHI","D","188","3212.1833333333","7","29","12","17","36","23.38","151","4.64","9.71","360","243","123","30","7","30","85","37","35","1","1","26","63","31","277","179","218","0","0","-"
"517","Sammy Blais","NYR, STL","L","138","1539.5833333333","10","26","14","12","36","63.16","120","8.33","13.69","226","175","144","73","5","12","78","31","28","2","1","37","42","33","468","196","56","6","15","28.57"
"527","Darren Raddysh","T.B","D","103","1889.5333333333","7","29","9","20","36","36.73","128","5.47","5.43","294","192","84","12","7","27","25","11","10","1","0","15","37","18","104","175","109","0","0","-"
"571","Caleb Jones","CHI, COL","D","149","2560.0666666667","9","27","12","15","36","33.96","162","5.56","9.7","336","220","116","23","8","31","66","33","33","0","0","17","87","52","227","206","187","0","0","-"
"617","Niko Mikkola","FLA, NYR, STL","D","217","3971.9666666667","7","29","14","15","36","21.69","213","3.29","9.19","450","298","130","24","7","28","182","77","71","4","2","34","96","26","458","447","300","0","0","-"
"692","Boris Katchouk","CHI, OTT, T.B","L","176","1964.2333333333","15","21","12","9","36","69.23","196","7.65","19.77","370","278","199","83","25","19","78","26","22","2","2","32","43","64","305","134","42","27","46","36.99"
"798","Max Comtois","ANA, CAR","L","117","1631.9666666667","15","21","11","10","36","50.70","162","9.26","18.03","275","234","169","90","13","15","122","39","30","6","3","38","71","20","192","141","41","45","45","50.00"
"1169","Matthew Knies","TOR","L","83","1133.5333333333","15","21","13","8","36","59.02","119","12.61","14.34","195","166","132","86","10","19","47","22","21","1","0","18","30","41","171","137","31","0","1","0.00"
"95","Nick Holden","OTT","D","141","2594.4666666667","7","28","17","11","35","36.46","148","4.73","6.69","318","218","88","15","8","20","22","11","11","0","0","8","79","26","194","230","170","0","1","0.00"
"444","Nathan Walker","STL","L","131","1408.6166666667","17","18","8","10","35","66.04","124","13.71","12.39","218","168","134","56","9","20","45","15","10","5","0","29","16","26","235","156","90","123","119","50.83"
"627","Steven Lorentz","CAR, FLA, S.J","C","185","2010.1","19","16","6","10","35","66.04","221","8.60","26.99","396","310","257","145","8","38","34","16","16","0","0","13","38","83","270","258","37","381","417","47.74"
"659","Rasmus Asplund","BUF, NSH","C","126","1651.75","10","25","16","9","35","53.03","184","5.43","18.56","268","242","147","84","14","19","14","7","7","0","0","10","28","29","53","135","24","49","68","41.88"
"1033","Vasily Podkolzin","VAN","R","137","1677.6","18","17","12","5","35","54.69","176","10.23","16.5","296","250","182","84","5","17","43","20","19","1","0","17","35","47","207","147","49","18","25","41.86"
"1082","Ridly Greig","OTT","C","92","1319.5333333333","15","20","16","4","35","49.30","127","11.81","18.13","236","185","152","80","5","25","78","36","34","2","0","25","27","36","162","163","44","240","318","43.01"
"43","Ryan Reaves","MIN, NYR, TOR","R","191","1812.9166666667","14","20","10","10","34","68.00","118","11.86","15.9","212","174","141","87","6","17","135","42","25","17","0","35","46","34","639","156","56","10","16","38.46"
"123","Matt Martin","NYI","L","209","2246.15","14","20","14","6","34","45.33","196","7.14","21.47","344","271","200","103","10","27","176","53","33","18","2","48","48","38","681","172","92","24","40","37.50"
"570","Ethan Bear","CAR, VAN, WSH","D","143","2420.5333333333","9","25","12","13","34","32.38","196","4.59","10.25","404","277","98","24","8","32","55","25","24","1","0","13","65","35","110","231","134","0","0","-"
"681","Max Jones","ANA","L","123","1524.05","14","20","12","8","34","70.83","185","7.57","21.76","322","256","201","111","10","38","125","47","40","5","2","55","29","39","239","128","29","16","24","40.00"
"867","Parker Kelly","OTT","C, L","176","1948.0833333333","16","18","6","12","34","62.96","193","8.29","19.68","363","269","192","75","21","27","127","43","35","5","3","48","39","63","474","305","120","16","43","27.12"
"943","Jonatan Berggren","DET","R","79","1032.1333333333","17","17","10","7","34","66.67","112","15.18","10.74","181","153","95","43","5","13","18","9","9","0","0","11","26","19","22","78","31","3","3","50.00"
"1028","Simon Holmstrom","NYI","R","125","1553.8166666667","21","13","11","2","34","57.63","111","18.92","13.19","229","174","150","62","10","18","14","7","7","0","0","13","32","74","28","91","67","6","16","27.27"
"1052","Dmitri Voronkov","CBJ","L","75","1009.2666666667","18","16","10","6","34","56.67","142","12.68","22.78","238","203","167","108","2","29","52","23","21","2","0","11","16","15","83","25","48","277","380","42.16"
"1074","Connor Zary","CGY","C","63","962.23333333333","14","20","11","9","34","61.82","90","15.56","10.77","175","123","100","52","5","14","22","11","11","0","0","18","27","16","29","62","29","48","61","44.04"
"1099","Alexander Holtz","N.J","R","110","1259.65","19","15","8","7","34","66.67","155","12.26","14.86","313","230","137","47","7","28","24","11","11","0","0","8","29","18","55","94","18","8","19","29.63"
"32","Jack Johnson","CHI, COL","D","237","4022.6833333333","6","27","11","16","33","22.92","225","2.67","8.39","499","309","124","19","9","39","108","38","33","2","3","30","84","38","286","252","261","0","1","0.00"
"162","Chris Wideman","MTL","D","110","1573.6166666667","4","29","15","14","33","43.42","107","3.74","4.08","215","145","51","6","6","7","148","47","39","2","6","18","94","20","69","165","88","0","0","-"
"297","Luke Glendening","DAL, T.B","C","233","2942.7666666667","22","11","6","5","33","53.23","238","9.24","29.15","440","358","297","155","20","32","104","34","27","4","3","42","26","39","414","299","161","1315","965","57.68"
"387","Hudson Fasching","ARI, NYI","R","105","1262.2833333333","14","19","13","6","33","62.26","105","13.33","13.56","197","143","136","87","7","24","16","7","7","0","0","11","22","35","101","90","57","4","9","30.77"
"556","Evgeny Svechnikov","S.J, WPG","L","131","1408.4833333333","15","18","10","8","33","62.26","142","10.56","15.24","245","193","163","85","9","21","64","28","27","0","1","19","49","48","204","132","23","9","10","47.37"
"581","Jeremy Lauzon","NSH, SEA","D","212","3765.4166666667","11","22","9","13","33","24.26","255","4.31","11.67","563","364","142","24","13","38","245","89","69","19","1","60","75","29","857","305","236","0","0","-"
"794","MacKenzie Entwistle","CHI","R","188","2113.0333333333","14","19","8","11","33","57.89","150","9.33","18.18","289","225","171","87","14","20","84","28","22","4","2","38","43","53","394","205","79","283","355","44.36"
"1019","Nicholas Robertson","TOR","L","81","903.06666666667","17","16","7","9","33","78.57","137","12.41","11.82","237","186","116","39","15","16","8","4","4","0","0","9","27","38","62","94","33","5","9","35.71"
"1029","Pavel Dorofeyev","VGK","L","67","893.15","20","13","9","4","33","68.75","138","14.49","17.98","244","191","155","76","9","27","20","10","10","0","0","8","20","26","21","65","32","2","3","40.00"
"1031","Jordan Spence","L.A","D","101","1582.1","4","29","17","12","33","40.74","127","3.15","5.97","313","183","102","21","2","33","14","6","6","0","0","6","32","10","102","148","71","0","0","-"
"310","Mark Jankowski","BUF, NSH","C","101","1286.5833333333","16","16","6","10","32","72.73","119","13.45","14.38","225","176","163","72","8","12","30","14","14","0","0","13","34","37","58","79","49","359","326","52.41"
"685","Josh Mahura","ANA, FLA","D","150","2063.3333333333","7","25","13","12","32","37.65","139","5.04","6.61","327","204","87","12","4","12","80","32","30","0","2","26","48","20","204","296","134","0","0","-"
"797","Alex Formenton","OTT","L","79","1220.6833333333","18","14","8","6","32","76.19","162","11.11","19.18","256","209","173","93","13","20","59","21","17","3","1","20","25","44","101","69","24","8","12","40.00"
"811","Pierre-Olivier Joseph","PIT","D","131","2000.9833333333","7","25","14","11","32","32.00","157","4.46","5.93","346","210","97","9","5","26","60","29","29","0","0","16","54","65","141","107","77","0","0","-"
"924","Jordan Harris","MTL","D","131","2353.6333333333","8","24","11","13","32","34.04","122","6.56","5.29","270","170","87","15","9","27","56","28","28","0","0","20","59","34","89","294","186","0","0","-"
"1095","Lukas Reichel","CHI","L","99","1438.7666666667","12","20","13","7","32","68.09","141","8.51","15.33","227","175","146","64","10","14","18","9","9","0","0","9","56","52","34","101","42","107","150","41.63"
"45","Patric Hornqvist","FLA","R","87","1027.45","12","19","11","8","31","58.49","205","5.85","24.14","306","259","200","118","14","38","32","13","11","2","0","24","14","29","130","141","30","9","18","33.33"
"136","Alex Chiasson","DET, VAN","R","87","1020.3333333333","19","12","9","3","31","52.54","123","15.45","16.03","179","151","132","78","5","13","30","11","10","0","1","11","13","11","82","109","25","10","20","33.33"
"200","Austin Watson","OTT, T.B","L","175","1810.6333333333","21","10","7","3","31","63.27","184","11.41","17.22","321","259","163","79","25","26","297","80","46","27","7","58","36","37","463","161","138","14","25","35.90"
"283","Connor Murphy","CHI","D","183","3703.6833333333","13","18","7","11","31","25.83","207","6.28","7.4","438","280","96","14","9","28","156","66","58","8","0","55","110","57","411","335","397","0","0","-"
"359","Ben Hutton","VGK","D","130","2059.3833333333","8","23","12","11","31","32.63","197","4.06","9.34","394","252","93","19","8","24","55","20","15","5","0","18","40","41","84","285","150","0","0","-"
"807","Dylan Samberg","WPG","D","156","2381.9333333333","3","28","13","15","31","35.63","140","2.14","4.1","327","201","67","5","4","22","72","29","26","2","1","18","86","53","177","236","216","0","0","-"
"832","Gustav Lindstrom","ANA, DET, MTL","D","145","2233.6166666667","5","26","11","15","31","40.26","88","5.68","4.35","201","126","58","11","5","15","66","33","33","0","0","7","56","17","161","222","160","0","0","-"
"961","Rafael Harvey-Pinard","MTL","L","83","1206.85","17","14","11","3","31","51.67","90","18.89","15.96","165","130","126","85","4","16","16","8","8","0","0","17","31","18","116","94","94","13","30","30.23"
"29","Alexander Edler","L.A","D","105","1702.5333333333","5","25","12","13","30","35.71","110","4.55","3.6","273","170","67","11","10","22","68","34","34","0","0","16","43","15","162","181","40","0","0","-"
"114","Derek Stepan","CAR","C","131","1289.0333333333","14","16","11","5","30","62.50","194","7.22","20.06","323","268","180","90","17","36","22","11","11","0","0","9","23","46","58","102","40","477","389","55.08"
"146","Calvin de Haan","CAR, CHI, T.B","D","181","3006.2333333333","9","21","9","12","30","28.30","214","4.21","9.29","541","346","140","19","15","32","75","36","35","1","0","18","99","44","326","224","291","0","0","-"
"196","Derek Forbort","BOS","D","165","2956.2833333333","9","21","9","12","30","25.00","124","7.26","4.73","308","194","66","8","7","18","88","34","29","4","1","24","67","35","307","309","236","0","0","-"
"241","Nick Seeler","PHI","D","191","2881.4","6","24","14","10","30","24.79","216","2.78","7.76","456","307","102","20","3","30","163","53","39","11","3","53","71","23","333","278","415","0","0","-"
"421","Zach Sanford","ARI, CHI, NSH, OTT, WPG","L","125","1674.0166666667","11","19","13","6","30","51.72","148","7.43","20.01","304","237","208","107","13","18","60","23","19","4","0","27","37","57","214","171","102","49","105","31.82"
"655","Julien Gauthier","NYI, NYR, OTT","R","133","1271.8","17","13","7","6","30","71.43","154","11.04","17.26","262","212","168","98","14","24","22","11","11","0","0","27","29","31","266","122","42","7","12","36.84"
"939","Pontus Holmberg","TOR","R","91","1010.2333333333","12","18","12","6","30","58.82","81","14.81","9.83","146","120","102","49","5","9","36","16","16","0","0","22","23","21","75","168","56","187","235","44.31"
"1092","Justin Barron","COL, MTL","D","94","1650.1833333333","12","18","7","11","30","42.25","113","10.62","6.15","251","159","79","14","0","18","36","18","18","0","0","12","70","13","115","116","98","0","0","-"
"1239","Zach Benson","BUF","L","71","1030.7333333333","11","19","11","8","30","65.22","98","11.22","15.74","177","141","124","73","8","13","36","18","18","0","0","15","20","31","35","93","35","5","12","29.41"
"5","Eric Staal","FLA","C","72","1025.0666666667","14","15","9","6","29","78.38","106","13.21","12.99","183","142","119","65","8","17","26","13","13","0","0","9","31","33","27","43","38","343","400","46.16"
"165","Nicolas Deslauriers","ANA, MIN, PHI","L","221","2215.95","15","14","5","9","29","60.42","209","7.18","22.39","388","307","197","103","10","22","338","84","39","38","7","60","27","34","758","155","92","9","19","32.14"
"758","Zach Aston-Reese","ANA, DET, PIT, TOR","C, L","149","1756.4833333333","15","14","8","6","29","55.77","168","8.93","17.88","298","243","179","104","18","25","55","23","20","3","0","15","22","37","397","224","81","11","11","50.00"
"903","Rasmus Kupari","L.A, WPG","C","151","1594.9166666667","8","21","13","8","29","59.18","132","6.06","13.65","244","199","132","63","8","20","34","17","17","0","0","22","36","32","172","188","21","427","446","48.91"
"953","Jesse Ylonen","MTL","R","110","1263.45","12","17","8","9","29","60.42","109","11.01","9.3","187","140","91","31","5","17","14","7","7","0","0","7","30","18","60","148","60","8","7","53.33"
"1241","Leo Carlsson","ANA","C","55","996","12","17","11","6","29","58.00","109","11.01","11.22","184","144","110","47","10","13","16","8","8","0","0","16","34","41","28","40","25","195","366","34.76"
"8","Dustin Brown","L.A","L, R","64","943.33333333333","9","19","9","10","28","62.22","146","6.16","15.64","238","196","129","65","6","12","20","10","10","0","0","14","19","13","88","71","6","2","8","20.00"
"80","Brendan Smith","CAR, N.J","D","168","2573.85","9","19","6","13","28","26.42","181","4.97","9.47","392","263","109","19","16","28","160","68","60","8","0","47","73","53","292","258","141","0","0","-"
"362","Liam O'Brien","ARI","C","170","1739.2166666667","10","18","13","5","28","53.85","147","6.80","16.7","274","210","145","64","11","19","373","94","53","29","12","60","42","21","571","214","70","15","38","28.30"
"528","Dryden Hunt","CGY, COL, NYR, TOR","L","141","1544.1833333333","12","16","11","5","28","57.14","150","8.00","17.68","275","221","155","92","5","20","83","28","22","5","1","38","30","40","326","182","25","8","20","28.57"
"621","Rudolfs Balcers","FLA, S.J, T.B","L","78","1090.7333333333","14","14","8","6","28","62.22","122","11.48","12.59","198","161","130","60","14","15","24","11","11","0","0","10","34","37","122","91","15","8","14","36.36"
"750","Mathieu Olivier","CBJ, NSH","R","130","1477.8166666667","10","18","11","7","28","62.22","134","7.46","16","243","195","144","90","5","34","165","54","35","19","0","38","15","30","364","120","91","6","26","18.75"
"835","Johnathan Kovacevic","MTL, WPG","D","143","2408.6833333333","9","19","10","9","28","26.92","145","6.21","8.26","367","219","109","21","5","38","83","33","29","3","1","23","146","45","168","180","160","0","0","-"
"1213","Pavel Mintyukov","ANA","D","63","1187.2166666667","4","24","10","14","28","50.91","88","4.55","5.24","169","111","53","17","2","22","24","11","11","0","0","13","20","18","85","56","65","0","0","-"
"101","Zach Bogosian","MIN, T.B","D","159","2588.4833333333","7","20","11","9","27","26.73","197","3.55","6.91","413","271","107","16","11","35","158","53","44","4","5","19","66","23","337","159","112","1","0","100.00"
"294","Brad Hunt","COL, VAN","D","97","1289.7166666667","7","20","11","9","27","49.09","113","6.19","4.5","224","157","50","3","1","18","24","12","12","0","0","4","26","20","38","108","55","0","0","-"
"449","Ryan Carpenter","CGY, CHI, NYR, S.J","C","151","1733.25","9","18","9","9","27","58.70","142","6.34","17.47","249","205","158","79","8","20","52","19","16","2","1","16","33","43","219","152","80","509","509","50.00"
"479","Brendan Lemieux","CAR, L.A, PHI","L","127","1251.7833333333","13","14","10","4","27","51.92","138","9.42","14.3","276","203","146","70","9","22","235","65","40","19","6","42","28","20","324","140","19","22","31","41.51"
"521","Ondrej Kase","CAR, TOR","R","51","710.23333333333","14","13","6","7","27","72.97","119","11.76","11.95","208","160","119","52","16","5","14","7","7","0","0","7","16","29","30","64","27","2","10","16.67"
"836","Jacob Bryson","BUF","D","168","2727.9333333333","3","24","16","8","27","25.23","85","3.53","2.79","177","113","48","3","1","9","28","14","14","0","0","18","40","41","106","298","170","0","0","-"
"885","Mattias Samuelsson","BUF","D","138","2899.9","3","24","10","14","27","19.85","164","1.83","7.02","314","221","63","18","6","22","62","31","31","0","0","19","73","37","313","254","220","0","0","-"
"1002","Bobby Brink","PHI","R","67","940.68333333333","11","16","11","5","27","65.85","99","11.11","13.06","186","140","107","51","4","19","10","5","5","0","0","17","16","11","51","84","26","7","4","63.64"
"1242","Adam Fantilli","CBJ","C","49","769.8","12","15","10","5","27","75.00","115","10.43","12.42","247","170","121","31","6","32","16","8","8","0","0","13","15","18","63","61","25","171","221","43.62"
"551","A.J. Greer","BOS, CGY, N.J","L","129","1147.4166666667","12","14","7","7","26","61.90","137","8.76","15.57","238","180","149","76","12","24","151","39","23","11","5","34","34","35","221","132","45","8","6","57.14"
"646","Joey Anderson","CHI, TOR","R","98","1233.5","11","15","13","2","26","56.52","108","10.19","10.77","211","162","117","56","13","20","8","4","4","0","0","13","31","52","87","115","29","0","4","0.00"
"715","Nikita Zaitsev","CHI, OTT","D","146","2540.0833333333","5","21","10","11","26","28.89","116","4.31","4.23","278","189","50","4","5","19","62","31","31","0","0","5","74","30","292","211","236","0","0","-"
"829","Calle Rosen","STL","D","73","1098.35","10","16","5","11","26","42.62","85","11.76","3.56","165","114","56","5","3","11","14","7","7","0","0","3","42","13","24","81","68","0","0","-"
"3","Jason Spezza","TOR","C","71","762.96666666667","12","13","9","4","25","67.57","97","12.37","9.2","175","131","83","33","8","13","26","13","13","0","0","6","31","32","31","41","22","305","272","52.86"
"191","Tyler Pitlick","CGY, MTL, NYR, STL","C","134","1388.0166666667","9","16","11","5","25","59.52","122","7.38","12.79","238","180","146","59","5","28","24","12","12","0","0","24","20","38","257","144","62","9","22","29.03"
"263","Joel Edmundson","MTL, TOR, WSH","D","138","2546.8","6","19","8","11","25","24.75","147","4.08","6","307","205","58","10","11","24","116","40","33","4","3","25","134","26","254","138","234","0","0","-"
"539","Colin White","FLA, MTL, OTT, PIT","C","120","1289.9333333333","11","14","10","4","25","49.02","127","8.66","14.79","229","182","146","75","8","12","20","10","10","0","0","10","35","27","111","102","43","218","279","43.86"
"839","Jacob Peterson","DAL, S.J","C","83","1007.8666666667","14","11","6","5","25","64.10","109","12.84","13.28","195","154","143","57","1","14","18","9","9","0","0","17","20","13","40","64","30","75","90","45.45"
"861","Mark Kastelic","OTT","C","144","1211.6166666667","14","11","4","7","25","65.79","144","9.72","16.58","231","196","150","87","16","21","179","48","27","17","4","39","35","41","331","144","70","596","463","56.28"
"968","Egor Zamula","PHI","D","90","1410.65","5","20","9","11","25","39.06","73","6.85","2.6","209","111","50","3","1","19","38","19","19","0","0","7","39","22","51","99","108","0","0","-"
"1037","Joel Kiviranta","COL, DAL","L","182","1935.0333333333","12","13","5","8","25","51.02","192","6.25","21.16","320","251","193","99","15","26","62","29","29","0","0","29","29","55","292","248","71","5","15","25.00"
"1133","Bobby McMann","TOR","C","66","753.03333333333","15","10","3","7","25","69.44","136","11.03","12.52","225","185","96","48","19","19","54","16","12","2","2","12","14","23","134","79","18","7","5","58.33"
"108","Tyler Ennis","OTT","C, R","57","714.93333333333","8","16","11","5","24","77.42","89","8.99","8.14","157","124","99","39","3","10","16","8","8","0","0","12","23","19","70","64","23","20","9","68.97"
"115","Marco Scandella","STL","D","155","2437","6","18","10","8","24","21.62","135","4.44","6.94","290","191","72","20","7","14","39","18","17","1","0","7","64","47","203","165","133","0","0","-"
"330","Devin Shore","EDM, SEA","C","117","1058.0166666667","7","17","12","5","24","61.54","84","8.33","9.48","164","127","105","44","8","9","18","8","8","0","0","10","21","34","140","112","52","211","218","49.18"
"608","Kevin Stenlund","CBJ, FLA, WPG","C","138","1672.35","17","7","4","3","24","61.54","147","11.56","18.06","263","200","124","66","12","21","84","36","35","0","1","15","26","62","116","172","79","710","652","52.13"
"675","Beck Malenstyn","WSH","L","102","1351.4833333333","8","16","13","3","24","53.33","115","6.96","12.07","206","165","116","67","9","17","36","15","13","2","0","22","21","33","309","202","104","25","34","42.37"
"713","Troy Stecher","ARI, CGY, DET, EDM, L.A","D","164","2787.7166666667","5","19","11","8","24","25.81","189","2.65","9.1","427","264","122","28","9","28","89","40","37","3","0","21","79","41","170","248","185","0","0","-"
"767","Conor Timmins","ARI, TOR","D","58","914.45","3","21","12","9","24","44.44","49","6.12","2.57","135","75","41","3","0","11","26","13","13","0","0","5","37","20","64","97","54","0","0","-"
"922","Ty Smith","N.J, PIT","D","75","1335.85","6","18","7","11","24","39.34","104","5.77","5.19","230","147","64","6","4","14","26","13","13","0","0","11","45","17","64","86","40","0","0","-"
"926","Michael Kesselring","ARI","D","74","1180.3833333333","5","19","10","9","24","41.38","84","5.95","3.9","221","152","55","10","5","21","72","29","26","2","1","11","31","16","118","103","66","0","0","-"
"948","Martin Pospisil","CGY","C","63","801.33333333333","8","16","8","8","24","58.54","117","6.84","12.65","202","162","124","62","13","20","109","38","32","3","3","23","23","26","238","81","22","23","28","45.10"
"44","Anton Stralman","ARI, BOS","D","82","1700.6","8","15","7","8","23","32.39","98","8.16","4.26","195","127","60","14","5","17","14","7","7","0","0","4","30","34","110","83","98","0","0","-"
"385","Jonny Brodzinski","NYR","C","96","1031.5166666667","8","15","5","10","23","57.50","150","5.33","11.89","269","209","130","52","17","23","26","13","13","0","0","10","25","30","51","102","34","262","254","50.78"
"386","Josh Brown","ARI, BOS, OTT","D","171","2563.4333333333","7","16","10","6","23","23.47","157","4.46","7.38","298","225","72","18","8","24","199","58","37","17","4","36","59","27","382","203","246","0","0","-"
"730","Axel Jonsson-Fjallby","WPG, WSH","L","99","990.91666666667","10","13","9","4","23","71.88","106","9.43","9.39","200","153","102","38","5","14","12","6","6","0","0","12","22","19","91","107","32","3","8","27.27"
"912","Kevin Bahl","N.J","D","141","2282.8166666667","4","19","9","10","23","22.77","106","3.77","4.25","275","166","61","8","4","23","127","51","46","3","2","12","39","31","243","171","116","0","0","-"
"954","Scott Perunovich","STL","D","73","1118.3833333333","0","23","13","10","23","36.51","50","0.00","2.43","105","70","35","1","3","10","20","10","10","0","0","8","23","21","35","72","63","0","0","-"
"1108","Hendrix Lapierre","WSH","C","57","640.83333333333","9","14","4","10","23","65.71","58","15.52","6.11","105","85","60","33","3","6","6","2","2","0","0","8","20","22","27","41","33","111","192","36.63"
"1112","Alex Laferriere","L.A","R","81","1070.8333333333","12","11","7","4","23","58.97","146","8.22","16.51","318","236","177","73","5","32","46","20","18","2","0","18","26","21","113","121","27","7","6","53.85"
"1143","Nils Aman","VAN","C","111","1308.1166666667","7","16","10","6","23","69.70","78","8.97","10.48","126","110","98","58","5","18","26","13","13","0","0","11","11","16","75","136","57","253","379","40.03"
"1193","Arber Xhekaj","MTL","D","95","1479.6","8","15","11","4","23","36.51","136","5.88","4.51","325","193","62","5","9","24","182","58","41","14","3","32","66","18","284","109","94","0","0","-"
"24","Alexander Radulov","DAL","R","71","1000.2","4","18","13","5","22","50.00","92","4.35","13.53","189","148","131","73","4","16","30","15","15","0","0","14","27","30","43","71","44","10","12","45.45"
"75","P.K. Subban","N.J","D","77","1408.2166666667","5","17","8","9","22","33.33","114","4.39","5.09","264","172","67","6","3","10","80","25","20","2","3","10","51","23","69","72","56","0","0","-"
"217","Joonas Donskoi","SEA","R","75","1112.3166666667","2","20","7","13","22","53.66","89","2.25","10.19","155","124","116","51","5","3","14","7","7","0","0","12","21","24","36","112","30","5","9","35.71"
"304","Phillip Di Giuseppe","VAN","L","81","1054","11","11","6","5","22","53.66","123","8.94","12.19","195","161","104","54","11","15","50","17","14","2","1","11","8","16","145","58","31","6","15","28.57"
"361","Jaycob Megna","CHI, S.J, SEA","D","142","2631.0833333333","3","19","9","10","22","22.45","124","2.42","5.09","281","168","73","9","3","29","59","28","27","1","0","9","76","44","217","199","130","0","0","-"
"371","Chad Ruhwedel","NYR, PIT","D","177","2540.9166666667","6","16","5","11","22","25.58","153","3.92","5.6","377","242","80","9","5","23","36","18","18","0","0","16","37","46","329","187","175","0","0","-"
"451","Patrick Brown","BOS, OTT, PHI","C","116","1338.2","8","14","8","6","22","59.46","118","6.78","11.27","219","178","103","50","6","16","57","19","15","3","1","14","28","18","292","117","76","435","351","55.34"
"552","Jansen Harkins","PIT, WPG","C","144","1337.1","10","12","8","4","22","64.71","122","8.20","11.38","249","172","126","52","8","14","48","20","18","2","0","26","41","42","141","122","39","32","23","58.18"
"674","Kieffer Bellows","NYI, PHI","L","73","805.23333333333","9","13","8","5","22","66.67","112","8.04","9.36","209","149","122","36","5","14","25","11","10","1","0","10","34","11","151","88","24","3","16","15.79"
"686","Jonathan Dahlen","S.J","C","61","841.31666666667","12","10","7","3","22","61.11","105","11.43","12.46","178","137","122","60","7","14","12","6","6","0","0","5","23","21","16","31","12","0","1","0.00"
"755","Zack MacEwen","L.A, OTT, PHI","C, R","161","1564.8833333333","9","13","5","8","22","50.00","172","5.23","17.4","318","253","171","85","12","18","223","65","38","25","2","46","35","42","364","179","59","52","46","53.06"
"759","Gavin Bayreuther","CBJ","D","94","1374.7166666667","2","20","8","12","22","37.93","105","1.90","4.04","203","139","41","6","2","13","45","18","15","3","0","12","21","21","104","130","107","0","0","-"
"779","Urho Vaakanainen","ANA, BOS","D","120","2127.1333333333","1","21","11","10","22","27.50","121","0.83","3.53","263","173","58","4","3","17","36","18","18","0","0","15","49","27","100","165","134","0","0","-"
