"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"381","Philippe Myers","TOR","D","13","224.43333333333","0","2","0","2","2","40.00","16","0.00","0.46","48","28","11","1","1","1","0","0","0","0","0","1","17","6","34","29","19","0","0","-"
"407","Tyson Jost","CAR","C","16","167.48333333333","2","0","0","0","2","33.33","16","12.50","2.06","25","23","20","10","1","4","12","6","6","0","0","4","4","4","20","21","10","30","31","49.18"
"461","Urho Vaakanainen","ANA, NYR","D","14","204.6","0","2","1","1","2","40.00","8","0.00","0.39","26","18","6","1","2","2","6","3","3","0","0","3","9","1","6","25","16","0","0","-"
"480","Pierre-Olivier Joseph","PIT, STL","D","30","440.3","0","2","1","1","2","18.18","28","0.00","0.99","67","39","14","3","2","6","27","8","6","1","1","5","36","11","20","38","23","0","0","-"
"502","Grant Hutton","NYI","D","12","169.88333333333","0","2","1","1","2","40.00","10","0.00","0.67","20","15","6","1","4","1","4","2","2","0","0","0","8","2","12","6","11","0","0","-"
"505","Sean Durzi","UTA","D","4","85.833333333333","0","2","1","1","2","28.57","3","0.00","0.22","11","8","2","2","2","0","7","2","1","1","0","1","10","3","2","7","13","0","0","-"
"567","Cole Reinhardt","OTT","L","10","84.233333333333","1","1","1","0","2","100.00","10","10.00","0.96","15","12","12","5","0","0","9","3","2","1","0","1","3","0","27","8","2","1","0","100.00"
"573","John Ludvig","COL","D","8","103.6","0","2","0","2","2","100.00","9","0.00","0.24","13","10","3","1","0","0","6","3","3","0","0","1","5","1","16","8","6","0","0","-"
"628","Valtteri Puustinen","PIT","R","10","98.883333333333","1","1","1","0","2","100.00","6","16.67","0.85","10","8","6","5","0","1","4","2","2","0","0","1","3","3","5","4","5","0","0","-"
"655","Tyler Kleven","OTT","D","38","538.96666666667","1","1","1","0","2","11.76","33","3.03","1.04","83","45","18","2","2","4","10","5","5","0","0","10","31","12","47","76","42","0","0","-"
"689","Gage Goncalves","T.B","C","23","281.71666666667","1","1","1","0","2","20.00","16","6.25","1.3","32","24","18","8","0","4","4","2","2","0","0","5","14","8","18","27","7","0","0","-"
"691","Artem Zub","OTT","D","13","234.65","0","2","1","1","2","100.00","14","0.00","1.25","38","20","8","1","4","4","8","4","4","0","0","2","9","2","16","15","23","0","0","-"
"699","Nils Aman","VAN","C","5","53.5","0","2","0","2","2","100.00","2","0.00","0.45","5","3","4","3","0","1","0","0","0","0","0","0","1","0","8","1","0","10","13","43.48"
"708","Josh Doan","UTA","R","9","117.81666666667","1","1","0","1","2","66.67","10","10.00","1.22","26","20","12","5","3","3","6","3","3","0","0","2","3","4","10","9","3","17","22","43.59"
"724","Samuel Helenius","L.A","C","21","179.55","0","2","0","2","2","66.67","13","0.00","1.22","33","23","13","7","1","2","14","4","2","2","0","2","6","1","70","11","8","43","52","45.26"
"738","Oliver Kapanen","MTL","C","12","139.55","0","2","0","2","2","50.00","12","0.00","1.23","26","18","14","6","1","2","2","1","1","0","0","3","6","0","1","12","6","23","27","46.00"
"749","Marc McLaughlin","BOS","C","11","105.41666666667","2","0","0","0","2","66.67","13","15.38","1.43","23","18","13","7","4","5","0","0","0","0","0","2","6","2","19","5","4","10","15","40.00"
"751","Lian Bichsel","DAL","D","8","109.68333333333","2","0","0","0","2","33.33","4","50.00","0.07","11","4","0","0","0","1","6","3","3","0","0","0","1","0","26","30","2","0","0","-"
"771","Frank Nazar","CHI","C","11","149","0","2","2","0","2","50.00","10","0.00","1.59","22","19","18","10","1","3","8","4","4","0","0","5","8","0","6","15","6","21","41","33.87"
"774","Owen Pickering","PIT","D","16","246.28333333333","1","1","0","1","2","28.57","7","14.29","0.15","28","13","8","0","0","3","2","1","1","0","0","2","5","5","8","20","12","0","0","-"
"9","Marc-Edouard Vlasic","S.J","D","2","24.616666666667","0","1","1","0","1","50.00","2","0.00","0.03","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","-"
"47","Matt Martin","NYI","L","20","163.4","0","1","1","0","1","33.33","12","0.00","1.43","24","23","11","6","0","1","5","1","0","1","0","2","7","1","56","5","11","3","4","42.86"
"75","Nicolas Deslauriers","PHI","L","7","42.566666666667","0","1","0","1","1","100.00","4","0.00","1.08","11","9","9","6","0","3","5","1","0","1","0","1","1","0","15","2","1","1","0","100.00"
"101","Chris Wagner","COL","R","23","158.96666666667","1","0","0","0","1","100.00","23","4.35","2.35","42","35","18","10","4","6","9","3","2","1","0","5","4","1","47","14","9","43","50","46.24"
"114","Kevin Gravel","NSH","D","3","54.95","0","1","1","0","1","25.00","1","0.00","0.04","8","3","1","0","1","0","0","0","0","0","0","0","2","0","4","8","4","0","0","-"
"125","T.J. Tynan","COL","C","8","63.516666666667","0","1","0","1","1","100.00","4","0.00","0.8","8","7","3","2","1","1","4","2","2","0","0","0","5","0","4","5","4","7","11","38.89"
"161","Mathew Dumba","DAL","D","22","343.55","0","1","1","0","1","8.33","20","0.00","1.33","63","37","16","2","2","3","19","8","7","1","0","5","29","6","33","34","20","0","0","-"
"184","Devin Shore","MIN","C","20","167.08333333333","0","1","0","1","1","50.00","14","0.00","1.35","24","20","12","4","0","1","0","0","0","0","0","1","8","6","23","12","12","1","0","100.00"
"206","Chad Ruhwedel","NYR","D","5","70.516666666667","0","1","1","0","1","25.00","1","0.00","0.05","7","4","1","0","0","0","0","0","0","0","0","0","4","1","8","6","5","0","0","-"
"287","Andreas Englund","L.A","D","9","99.216666666667","1","0","0","0","1","33.33","4","25.00","0.08","6","5","1","0","0","0","12","3","1","2","0","2","8","1","20","10","7","0","0","-"
"341","Parker Wotherspoon","BOS","D","20","336.96666666667","0","1","1","0","1","14.29","13","0.00","0.32","35","21","9","0","2","2","4","2","2","0","0","1","27","8","27","32","26","0","0","-"
"350","Jeremy Lauzon","NSH","D","28","503.2","0","1","0","1","1","7.14","25","0.00","1.18","70","40","17","3","2","6","37","14","11","3","0","9","19","4","125","34","34","0","0","-"
"354","Mitchell Stephens","SEA","C","9","87.766666666667","0","1","1","0","1","50.00","7","0.00","0.88","16","13","9","3","0","0","0","0","0","0","0","1","1","1","6","5","1","36","29","55.38"
"359","Dennis Gilbert","BUF","D","13","137.65","0","1","0","1","1","14.29","2","0.00","0.11","10","4","8","0","1","2","27","8","6","1","1","4","5","1","34","20","11","0","0","-"
"386","Joey Anderson","CHI","R","18","223.08333333333","0","1","1","0","1","33.33","17","0.00","1.56","31","20","17","7","1","3","0","0","0","0","0","1","4","8","11","21","13","3","2","60.00"
"409","Joshua Mahura","SEA","D","29","379.06666666667","0","1","1","0","1","8.33","22","0.00","1.1","61","36","18","2","2","5","10","5","5","0","0","1","21","6","43","54","22","0","0","-"
"428","Drake Caggiula","EDM","L","7","51.1","0","1","1","0","1","50.00","6","0.00","0.34","9","7","7","2","1","1","5","1","0","1","0","2","3","0","8","6","3","1","0","100.00"
"433","Tanner Laczynski","VGK","C","6","52.083333333333","1","0","0","0","1","100.00","2","50.00","0.88","5","4","4","3","0","0","6","3","3","0","0","0","0","0","2","8","3","14","16","46.67"
"452","Jonah Gadjovich","FLA","L","18","141.01666666667","1","0","0","0","1","50.00","11","9.09","1.83","28","19","16","8","2","2","10","2","0","2","0","5","2","0","55","13","2","0","0","-"
"545","Ty Smith","CAR","D","5","70.783333333333","1","0","0","0","1","33.33","9","11.11","0.5","15","12","4","1","1","2","2","1","1","0","0","0","1","1","1","4","3","0","0","-"
"559","Jack St. Ivany","PIT","D","19","310.98333333333","0","1","0","1","1","14.29","12","0.00","0.38","35","22","8","1","3","2","17","7","6","1","0","5","16","7","38","12","25","0","0","-"
"579","Noah Philp","EDM","C","3","30.633333333333","0","1","0","1","1","100.00","4","0.00","0.38","5","4","4","2","0","1","0","0","0","0","0","0","1","0","1","0","1","14","15","48.28"
"609","Sam Poulin","PIT","R","6","60.583333333333","0","1","0","1","1","50.00","2","0.00","0.34","8","7","2","1","0","1","2","1","1","0","0","1","7","2","8","9","0","0","0","-"
"620","Albert Johansson","DET","D","18","238.8","0","1","0","1","1","33.33","14","0.00","0.66","37","24","5","0","0","1","4","2","2","0","0","1","18","6","13","31","24","0","0","-"
"640","Louis Crevier","CHI","D","11","189.63333333333","1","0","0","0","1","25.00","10","10.00","0.41","23","15","7","2","2","4","6","3","3","0","0","0","12","1","17","23","20","0","0","-"
"657","Danil Gushchin","S.J","L","10","121.2","0","1","1","0","1","20.00","13","0.00","1.93","33","24","16","11","4","1","6","3","3","0","0","2","1","0","5","7","5","1","0","100.00"
"663","Justin Barron","MTL, NSH","D","22","323.45","1","0","0","0","1","12.50","21","4.76","0.88","45","26","13","5","2","3","8","4","4","0","0","0","15","4","23","32","30","0","0","-"
"683","Shakir Mukhamadullin","S.J","D","8","123.61666666667","1","0","0","0","1","33.33","9","11.11","0.51","23","16","8","1","0","1","2","1","1","0","0","1","6","3","7","12","11","0","0","-"
"684","Helge Grans","PHI","D","6","86.75","0","1","0","1","1","33.33","5","0.00","0.38","13","8","6","2","1","1","2","1","1","0","0","0","8","2","4","10","5","0","0","-"
"688","Isaak Phillips","CHI","D","3","35.683333333333","1","0","0","0","1","50.00","3","33.33","0.04","5","3","0","0","0","0","0","0","0","0","0","0","2","0","3","2","4","0","0","-"
"690","Ethan Cardwell","S.J","R","6","69.183333333333","1","0","0","0","1","50.00","5","20.00","0.58","11","8","5","2","1","2","2","1","1","0","0","2","5","1","8","1","3","1","1","50.00"
"692","Callahan Burke","VGK","C","6","66.433333333333","1","0","0","0","1","25.00","12","8.33","1.41","16","15","10","4","1","0","2","1","1","0","0","0","3","0","0","7","3","0","0","-"
"706","Walker Duehr","CGY","R","12","108.15","0","1","1","0","1","50.00","6","0.00","0.89","14","9","8","2","0","0","0","0","0","0","0","0","4","0","23","11","9","1","7","12.50"
"733","Ryan Winterton","SEA","C","8","82.933333333333","0","1","1","0","1","33.33","8","0.00","0.53","12","8","6","1","0","0","0","0","0","0","0","2","3","0","13","5","4","0","1","0.00"
"745","Tyson Kozak","BUF","C","3","29.766666666667","1","0","0","0","1","50.00","2","50.00","0.67","7","5","5","5","0","1","0","0","0","0","0","0","2","1","2","2","2","16","14","53.33"
"748","Arshdeep Bains","VAN","L","11","120.3","1","0","0","0","1","33.33","7","14.29","1.13","15","11","7","4","1","1","0","0","0","0","0","0","4","1","16","6","5","3","1","75.00"
"750","Declan Carlile","T.B","D","1","11.166666666667","1","0","0","0","1","100.00","1","100.00","0.08","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","-"
"758","David Jiricek","CBJ","D","6","67.183333333333","0","1","0","1","1","50.00","5","0.00","0.12","13","7","4","1","3","2","4","2","2","0","0","3","4","1","6","8","4","0","0","-"
"766","Denton Mateychuk","CBJ","D","6","103.31666666667","0","1","0","1","1","20.00","2","0.00","0.08","11","4","2","0","0","1","0","0","0","0","0","0","4","4","7","7","7","0","0","-"
"772","Simon Nemec","N.J","D","9","145.08333333333","0","1","0","1","1","20.00","9","0.00","0.45","23","14","8","0","1","0","4","2","2","0","0","0","5","4","1","7","10","0","0","-"
"778","Lucas Condotta","MTL","L","7","57.416666666667","1","0","0","0","1","50.00","5","20.00","0.51","10","7","7","2","0","0","0","0","0","0","0","0","2","0","10","3","3","17","12","58.62"
"780","Georgii Merkulov","BOS","C","3","41.216666666667","0","1","1","0","1","33.33","4","0.00","0.33","5","4","3","1","0","2","0","0","0","0","0","1","1","0","1","4","0","0","1","0.00"
"793","Calum Ritchie","COL","C","7","89.466666666667","1","0","0","0","1","50.00","11","9.09","1.57","20","17","13","8","0","2","0","0","0","0","0","0","4","1","6","8","2","3","4","42.86"
"802","Collin Graf","S.J","R","2","25.1","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"804","Arttu Hyry","DAL","R","2","16.416666666667","0","1","1","0","1","100.00","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","1","1","0","2","1","0","7","2","77.78"
"25","David Perron","OTT","L","9","118.23333333333","0","0","0","0","0","0.00","25","0.00","2.26","39","31","24","8","0","8","0","0","0","0","0","0","4","2","14","4","1","0","0","-"
"62","Nick Leddy","STL","D","4","88.616666666667","0","0","0","0","0","0.00","4","0.00","0.18","11","6","6","1","0","2","0","0","0","0","0","0","8","2","0","4","5","0","0","-"
"93","Alex Petrovic","DAL","D","3","35.216666666667","0","0","0","0","0","-","1","0.00","0.09","8","4","1","0","0","1","2","1","1","0","0","0","2","0","8","6","3","0","0","-"
"99","Austin Watson","DET","L","2","14","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","2","1","1","0","0","0","1","0","6","2","0","0","0","-"
"104","Erik Gudbranson","CBJ","D","3","47.316666666667","0","0","0","0","0","0.00","1","0.00","0.04","5","2","1","0","0","0","2","1","1","0","0","0","3","0","3","3","3","0","0","-"
"111","Jani Hakanpää","TOR","D","2","28.166666666667","0","0","0","0","0","0.00","2","0.00","0.03","5","2","1","0","1","0","0","0","0","0","0","0","6","0","1","2","4","0","0","-"
"120","Travis Boyd","MIN","C","3","23.416666666667","0","0","0","0","0","-","0","-","0.07","3","1","1","1","0","1","0","0","0","0","0","0","2","0","1","2","3","0","0","-"
"130","Mike Reilly","NYI","D","11","173.26666666667","0","0","0","0","0","0.00","15","0.00","0.67","38","28","7","0","0","2","2","1","1","0","0","1","12","1","3","14","4","0","0","-"
"163","Brendan Gaunce","MIN","C","5","47.4","0","0","0","0","0","-","4","0.00","0.56","11","8","5","1","0","2","4","2","2","0","0","0","2","0","6","3","0","10","14","41.67"
"194","Andreas Athanasiou","CHI","C","5","47.966666666667","0","0","0","0","0","0.00","6","0.00","0.48","10","7","7","2","0","0","0","0","0","0","0","0","1","1","5","0","4","18","19","48.65"
"198","Matthew Benning","S.J","D","7","91.283333333333","0","0","0","0","0","0.00","7","0.00","0.42","15","9","3","1","0","3","4","2","2","0","0","2","4","1","9","9","10","0","0","-"
"199","Vinnie Hinostroza","NSH","C","4","46.883333333333","0","0","0","0","0","0.00","4","0.00","0.4","15","11","4","2","0","1","0","0","0","0","0","1","1","0","5","9","5","0","0","-"
"201","Ben Hutton","VGK","D","5","55.833333333333","0","0","0","0","0","0.00","6","0.00","0.17","9","8","2","0","0","0","0","0","0","0","0","0","0","0","3","9","5","0","0","-"
"203","Liam O'Brien","UTA","C","6","52.866666666667","0","0","0","0","0","0.00","7","0.00","0.53","11","7","7","1","0","2","17","3","1","1","1","2","2","0","25","3","1","0","0","-"
"204","Kurtis MacDermid","N.J","L","15","80.216666666667","0","0","0","0","0","0.00","4","0.00","0.56","8","8","5","3","1","1","17","4","1","3","0","4","6","0","23","5","5","0","0","-"
"213","Joshua Brown","EDM","D","3","36.633333333333","0","0","0","0","0","0.00","2","0.00","0.02","4","3","0","0","0","0","7","2","1","1","0","2","0","0","6","6","5","0","0","-"
"214","Hudson Fasching","NYI","R","19","169.78333333333","0","0","0","0","0","-","11","0.00","1.23","27","21","9","6","1","3","2","1","1","0","0","2","13","5","11","18","3","0","2","0.00"
"215","John Hayden","SEA","C","1","8.9","0","0","0","0","0","-","0","-","0","1","0","0","0","1","0","2","1","1","0","0","0","0","0","4","0","1","1","0","100.00"
"225","Ryan Graves","PIT","D","31","478.15","0","0","0","0","0","0.00","23","0.00","0.88","75","39","21","1","2","3","13","5","4","1","0","8","32","13","36","35","40","0","0","-"
"232","Robert Hagg","VGK","D","2","22.283333333333","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","11","2","2","0","0","-"
"233","Steven Santini","T.B","D","1","11.616666666667","0","0","0","0","0","0.00","1","0.00","0.06","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","-"
"256","Dakota Mermis","UTA","D","1","10.783333333333","0","0","0","0","0","0.00","2","0.00","0.08","5","2","3","1","0","1","2","1","1","0","0","0","0","0","0","0","1","0","0","-"
"258","Joel Hanley","CGY","D","14","211.51666666667","0","0","0","0","0","0.00","8","0.00","0.34","33","20","6","0","1","2","4","2","2","0","0","1","21","0","13","23","19","0","0","-"
"259","Conor Sheary","T.B","L","4","45.366666666667","0","0","0","0","0","0.00","3","0.00","0.55","7","4","4","3","0","0","4","2","2","0","0","2","0","0","2","2","1","0","0","-"
"262","Patrick Brown","BOS","C","1","12.7","0","0","0","0","0","-","2","0.00","0.2","3","3","2","1","1","0","0","0","0","0","0","0","0","1","4","0","2","2","2","50.00"
"276","Sonny Milano","WSH","L","3","21.633333333333","0","0","0","0","0","-","4","0.00","0.5","4","4","4","2","0","1","0","0","0","0","0","1","1","0","1","3","0","0","0","-"
"296","Mark Friedman","VAN","D","3","45.416666666667","0","0","0","0","0","0.00","3","0.00","0.07","5","4","2","0","0","0","0","0","0","0","0","0","1","2","6","6","6","0","0","-"
"298","William Lagesson","DET","D","2","31.9","0","0","0","0","0","-","2","0.00","0.09","4","3","0","0","0","0","2","1","1","0","0","1","5","0","1","6","2","0","0","-"
"322","Travis Dermott","EDM, MIN","D","14","165.86666666667","0","0","0","0","0","0.00","6","0.00","0.18","17","9","7","0","1","0","2","1","1","0","0","1","7","2","6","21","14","0","0","-"
"342","Caleb Jones","L.A","D","5","64.05","0","0","0","0","0","-","6","0.00","0.08","15","9","3","1","1","0","2","1","1","0","0","1","2","1","9","7","4","0","0","-"
"343","Noah Juulsen","VAN","D","28","463.41666666667","0","0","0","0","0","0.00","20","0.00","0.75","54","29","16","3","4","4","19","7","6","1","0","6","33","10","77","62","51","0","0","-"
"348","Guillaume Brisebois","VAN","D","2","30.483333333333","0","0","0","0","0","0.00","0","-","0.04","2","2","0","0","0","0","0","0","0","0","0","0","0","1","2","4","4","0","0","-"
"392","Julien Gauthier","NYI","R","1","7.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","-"
"393","Rasmus Asplund","FLA","C","2","15.05","0","0","0","0","0","-","1","0.00","0.17","2","2","2","0","1","0","0","0","0","0","0","0","0","1","1","3","0","0","1","0.00"
"403","Riley Tufte","BOS","L","3","24.016666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","1","1","0","3","2","0","0","1","0.00"
"405","Max Jones","BOS","L","4","44.85","0","0","0","0","0","0.00","1","0.00","0.05","3","1","1","0","0","0","8","4","4","0","0","1","1","0","8","3","1","0","0","-"
"411","Givani Smith","COL, S.J","R","13","82.233333333333","0","0","0","0","0","-","6","0.00","0.52","11","8","2","2","1","1","18","6","4","2","0","3","2","2","20","5","5","0","0","-"
"413","Keaton Middleton","COL","D","13","129.51666666667","0","0","0","0","0","0.00","12","0.00","0.54","29","21","6","0","1","2","7","2","1","1","0","1","8","1","22","9","10","0","0","-"
"425","Alex Nylander","TOR","L","5","49.433333333333","0","0","0","0","0","0.00","4","0.00","0.96","8","8","6","4","0","0","4","2","2","0","0","0","3","1","0","5","0","3","1","75.00"
"432","Michael Pezzetta","MTL","L","6","41.883333333333","0","0","0","0","0","0.00","4","0.00","0.8","11","8","8","4","1","1","4","2","2","0","0","0","4","1","18","4","2","1","3","25.00"
"436","Nathan Clurman","PIT","D","1","11.083333333333","0","0","0","0","0","-","4","0.00","0.1","4","4","0","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"439","Dylan Coghlan","WPG","D","3","45.55","0","0","0","0","0","-","5","0.00","0.4","15","13","4","0","1","3","0","0","0","0","0","0","5","2","2","2","3","0","0","-"
"443","Jeffrey Viel","BOS","L","1","8.4833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","7","2","1","1","0","3","2","0","3","0","0","0","0","-"
"444","Alex Barré-Boulet","MTL","C","2","20.316666666667","0","0","0","0","0","0.00","0","-","0","1","0","1","0","0","0","2","1","1","0","0","0","0","1","2","1","0","0","0","-"
"445","Tye Felhaber","COL","L","2","9.65","0","0","0","0","0","-","1","0.00","0.03","3","1","3","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-"
"450","Kailer Yamamoto","UTA","R","3","32.016666666667","0","0","0","0","0","-","1","0.00","0.09","2","2","2","0","0","0","0","0","0","0","0","1","0","0","2","7","0","2","0","100.00"
"455","Cale Fleury","SEA","D","2","22.966666666667","0","0","0","0","0","-","1","0.00","0.04","5","2","2","1","1","0","0","0","0","0","0","1","1","2","4","3","3","0","0","-"
"464","Jonas Rondbjerg","VGK","R","5","42.016666666667","0","0","0","0","0","0.00","2","0.00","0.07","2","2","2","0","0","0","0","0","0","0","0","0","1","0","2","5","1","0","1","0.00"
"474","Shane Bowers","N.J","C","4","33.016666666667","0","0","0","0","0","0.00","2","0.00","0.04","2","2","1","0","0","1","0","0","0","0","0","0","1","1","9","2","1","1","0","100.00"
"497","Olle Lycksell","PHI","R","1","10.966666666667","0","0","0","0","0","-","3","0.00","0.41","5","5","4","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"499","Ben Jones","MIN","C","21","180.91666666667","0","0","0","0","0","0.00","20","0.00","1.83","41","32","17","7","2","4","10","2","0","2","0","4","7","2","44","12","11","10","12","45.45"
"523","Alexander Alexeyev","WSH","D","5","66.1","0","0","0","0","0","0.00","4","0.00","0.08","8","6","1","0","0","1","0","0","0","0","0","0","2","0","6","9","10","0","0","-"
"524","Patrick Giles","FLA","R","9","66.45","0","0","0","0","0","0.00","4","0.00","0.32","6","6","4","1","0","1","0","0","0","0","0","0","5","0","15","6","4","14","33","29.79"
"531","Grigori Denisenko","VGK","L","1","8.45","0","0","0","0","0","-","0","-","0.08","2","1","0","0","0","0","2","1","1","0","0","0","0","0","5","0","0","0","1","0.00"
"536","Liam Foudy","NYI","C","2","14.9","0","0","0","0","0","-","1","0.00","0.1","3","1","2","1","0","0","0","0","0","0","0","0","0","1","0","3","1","0","0","-"
"553","Tyler Tucker","STL","D","7","75.216666666667","0","0","0","0","0","0.00","3","0.00","0.08","11","5","2","0","0","0","14","4","2","2","0","3","5","1","11","13","3","0","0","-"
"556","David Gustafsson","WPG","C","9","74.616666666667","0","0","0","0","0","0.00","11","0.00","0.96","19","14","7","5","0","2","7","2","1","1","0","1","0","0","9","10","3","23","27","46.00"
"557","Linus Karlsson","VAN","C","2","20.133333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"563","Spencer Stastney","NSH","D","2","35.233333333333","0","0","0","0","0","0.00","2","0.00","0.06","3","2","2","0","1","0","0","0","0","0","0","1","5","0","0","2","2","0","0","-"
"568","Reese Johnson","MIN","C","3","28.583333333333","0","0","0","0","0","-","1","0.00","0.11","3","1","2","1","0","0","0","0","0","0","0","0","1","0","6","3","3","0","0","-"
"575","Corey Schueneman","STL","D","4","56.2","0","0","0","0","0","0.00","4","0.00","0.13","9","6","3","0","0","0","0","0","0","0","0","0","2","0","1","5","7","0","0","-"
"576","Mason Morelli","VGK","L","1","7.5166666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-"
"581","Nolan Foote","N.J","L","2","21.533333333333","0","0","0","0","0","-","0","-","0.14","5","4","1","1","0","0","0","0","0","0","0","0","1","0","2","3","0","0","0","-"
"590","Daniil Misyul","N.J","D","1","12.383333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","-"
"592","Samuel Bolduc","NYI","D","1","5.9333333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"601","Ryan Johnson","BUF","D","3","53","0","0","0","0","0","0.00","3","0.00","0.56","12","9","3","2","0","1","4","2","2","0","0","0","2","0","1","9","4","0","0","-"
"604","Ville Heinola","WPG","D","13","178.63333333333","0","0","0","0","0","0.00","7","0.00","0.36","29","20","6","1","0","3","4","2","2","0","0","2","9","6","6","21","10","0","0","-"
"612","Nathan Légaré","N.J","R","3","32.033333333333","0","0","0","0","0","-","3","0.00","0.37","4","3","3","2","0","1","0","0","0","0","0","0","0","0","12","0","1","0","0","-"
"615","Tobias Bjornfot","FLA","D","1","15.483333333333","0","0","0","0","0","-","1","0.00","0.01","2","1","1","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","-"
"632","Mat?j Blümel","DAL","R","1","8","0","0","0","0","0","-","2","0.00","0.12","2","2","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-"
"636","Matt Stienburg","COL","C","8","48.716666666667","0","0","0","0","0","0.00","4","0.00","0.36","8","6","5","4","1","0","22","4","1","2","1","5","3","0","16","7","1","0","0","-"
"638","Nikita Nesterenko","ANA","C","1","9.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","-"
"643","Connor Mackey","NYR","D","2","32.25","0","0","0","0","0","0.00","1","0.00","0.02","4","2","2","0","0","0","5","1","0","1","0","1","1","0","4","2","1","0","0","-"
"654","Daemon Hunt","MIN","D","1","8.0166666666667","0","0","0","0","0","-","2","0.00","0.05","5","3","2","0","1","0","0","0","0","0","0","0","0","1","1","0","2","0","0","-"
"658","Vasily Ponomarev","PIT","C","3","27.6","0","0","0","0","0","-","4","0.00","0.06","7","4","2","0","0","1","2","1","1","0","0","0","1","1","1","2","1","0","0","-"
"659","Ozzy Wiesblatt","NSH","C","2","20.383333333333","0","0","0","0","0","-","0","-","0.04","1","1","1","0","0","0","0","0","0","0","0","1","0","0","4","5","1","0","0","-"
"667","Sam Colangelo","ANA","R","8","80.566666666667","0","0","0","0","0","0.00","10","0.00","1.24","20","14","11","4","2","1","0","0","0","0","0","1","5","0","14","7","2","2","6","25.00"
"679","Brendan Brisson","VGK","C","7","71.233333333333","0","0","0","0","0","0.00","7","0.00","0.55","16","12","7","2","0","2","0","0","0","0","0","0","1","1","7","7","0","0","0","-"
"695","Matt Rempe","NYR","C","5","31.266666666667","0","0","0","0","0","-","1","0.00","0.14","4","2","2","1","0","0","24","5","2","2","1","5","0","1","12","7","1","0","3","0.00"
"700","Chase Bradley","COL","L","2","11.15","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","-"
"704","Alex Steeves","TOR","C","4","44.083333333333","0","0","0","0","0","-","5","0.00","0.37","8","7","3","2","0","1","0","0","0","0","0","1","0","0","11","8","0","0","0","-"
"705","Mike Hardman","N.J","L","1","8.4","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","1","0.00"
"719","Colton Dach","CHI","C","2","24.666666666667","0","0","0","0","0","-","5","0.00","0.58","5","5","3","3","0","1","0","0","0","0","0","1","1","0","7","3","0","1","0","100.00"
"721","Oskar Olausson","COL","R","2","13.616666666667","0","0","0","0","0","-","3","0.00","0.1","3","3","2","0","0","0","0","0","0","0","0","0","2","0","1","3","2","0","0","-"
"730","James Malatesta","CBJ","L","2","21.133333333333","0","0","0","0","0","0.00","0","-","0.08","1","1","1","0","0","0","0","0","0","0","0","0","4","1","6","3","1","1","0","100.00"
"732","Joshua Roy","MTL","R","4","43.766666666667","0","0","0","0","0","-","3","0.00","0.38","8","7","5","2","1","0","2","1","1","0","0","1","1","1","1","7","1","0","0","-"
"735","Fabian Lysell","BOS","R","1","11.533333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
